title,year,imdb,tmdb,genre
Laugh Out Loud,2003,7,0,comedy
We Are Family,2010,5.6,5.9,drama
The Beast Stalker,2008,6.8,6.7,thriller
Raajneeti,2010,7.1,6.2,drama
Edge of the Universe,2002,7.2,0,documentation
Old Thieves: The Legend of Artegio,2007,8,7.4,documentation
Kannathil Muthamittal,2002,8.4,7.3,drama
Well Done Abba,2010,7.2,5.3,comedy
Palermo Hollywood,2004,5.2,5.3,drama
Dev.D,2009,7.9,6.9,drama
Twins Mission,2007,5.2,4.9,action
What's Up?,2006,2.9,2,drama
Aagey Se Right,2009,5.2,5,comedy
Mighty Raju,2010,4.2,0,animation
Krishna Cottage,2004,5.1,5.5,thriller
The Fierce Wife,2010,6.8,5.3,drama
Thomas & Friends: Thomas and the Jet Engine,2004,0,8,animation
Madness in the Desert,2004,8.4,7,documentation
Let's Dance,2006,0,5,drama
I Hate Luv Storys,2010,5.6,5.9,drama
C Kkompany,2008,5.5,5.7,comedy
Welcome to Sajjanpur,2008,6.9,5.6,comedy
Wedding Planner,2002,0,0,drama
I Am Kalam,2010,8,7.2,comedy
Kyo Kii... Main Jhuth Nahin Bolta,2001,5.3,5.4,comedy
The Kite,2003,6.4,5,drama
Kucch To Hai,2003,4.3,4.3,horror
The Blue Umbrella,2005,7.3,6.3,drama
Break Ke Baad,2010,5.2,5.8,drama
Main Aurr Mrs Khanna,2009,3.5,3.9,drama
Frank & Cindy,2007,7,7,documentation
Tum Milo Toh Sahi,2010,5.6,5.5,drama
Ezra,2007,6.4,5.7,drama
Chance Pe Dance,2010,4.8,5.3,drama
Gina Yashere: Skinny B*tch,2008,6.5,6.5,comedy
Agyaat,2009,2.9,4.1,horror
Falafel,2006,6.7,5.5,drama
Kuselan,2008,4.8,6.3,drama
Look for a Star,2009,5.6,5.1,romance
Zozo,2005,6.5,6,drama
A Love Story,2007,6.4,5,romance
Bosta,2005,6.4,5,war
Anchor Baby,2010,6.3,6,documentation
Shootout at Lokhandwala,2007,7.1,6.5,crime
The Hospital,2006,7.4,2.3,drama
Da Kath & Kim Code,2005,7.3,6.3,comedy
Interview with a Serial Killer,2008,5.9,5.1,documentation
The Student Cop,2004,6.3,6.1,comedy
Khawatir,2005,9.6,0,reality
A Lion in the House,2006,0,7.5,documentation
Dhoondte Reh Jaaoge,2009,5.6,4.5,comedy
Together,2009,0,0,drama
Rabun,2003,7.7,7,drama
Life's Speed Bump,2006,6.6,6.5,drama
Black & White,2009,7.6,9.2,action
Hattrick,2007,4.3,5,romance
Harishchandrachi Factory,2009,8.4,7,comedy
Koi Aap Sa,2005,5.5,7.3,romance
Menahi,2008,6.7,0,comedy
What's Your Raashee?,2009,4.8,4.9,comedy
Talentime,2009,7.4,4.8,drama
Anthony Kaun Hai?,2006,5.2,5.6,comedy
The Prince Who Turns into a Frog,2005,6.8,5,drama
Mission Istaanbul,2008,3.4,3.3,action
The Little Nyonya,2008,0,9,drama
Fida,2004,5.4,5.3,romance
Cocaine,2005,7.1,7,documentation
Breakout,2010,6.7,0,drama
Kisaan,2009,5.5,6.3,thriller
My Amnesia Girl,2010,6.7,6.4,romance
Ij: The Journey,2010,7,0,drama
Osuofia in London,2003,0,5.5,comedy
At Dolphin Bay,2003,6.9,0,drama
Perazhagan,2004,6.4,6.6,thriller
My MVP Valentine,2002,6.5,0,drama
A Very Special Love,2008,6.5,7.3,romance
Pink Zone,2007,6.1,10,drama
Bheem vs Aliens,2010,7.7,0,animation
Unriddle,2010,8,0,thriller
Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,0,0,animation
Tango with Me,2010,6.3,0,drama
Chhota Bheem Aur Krishna,2008,6.4,6.8,animation
The Family Court,2010,0,0,drama
Cocomong,2008,5.6,0,animation
Once a Gangster,2010,5.7,6.3,crime
Brother's Shadow,2006,6.1,7,drama
Banyuki,2010,7.4,0,drama
Call the Midwife,2012,8.5,7.4,drama
Hop,2011,5.4,5.7,comedy
New Girl,2011,7.7,7.3,comedy
Black Mirror,2011,8.8,8.3,scifi
Margin Call,2011,7.1,6.8,thriller
Django Unchained,2012,8.4,8.1,western
Longmire,2012,8.3,7.8,western
Looper,2012,7.4,6.9,thriller
Shameless,2011,8.6,8.1,drama
Happy Endings,2011,7.8,7.1,comedy
Argo,2012,7.7,7.3,drama
Last Tango in Halifax,2012,8.3,7.2,comedy
Midnight in Paris,2011,7.7,7.5,fantasy
Ink Master,2012,7.4,7.9,reality
Top Boy,2011,8.4,7.4,drama
Warrior,2011,8.2,7.8,drama
Hunter x Hunter,2011,9,8.8,drama
Les Misrables,2012,7.5,7.3,drama
Arrow,2012,7.5,6.7,action
The Girl with the Dragon Tattoo,2011,7.8,7.4,crime
Contagion,2011,6.8,6.6,thriller
Battleship,2012,5.8,5.8,scifi
Killing Them Softly,2012,6.2,6,crime
Just Go with It,2011,6.4,6.6,romance
Dark Shadows,2012,6.2,6,comedy
Sherlock Holmes: A Game of Shadows,2011,7.4,7.1,crime
Silver Linings Playbook,2012,7.7,7.1,drama
The Legend of Korra,2012,8.4,8.3,action
Sword Art Online,2012,7.6,8.3,scifi
Sucker Punch,2011,6,6.1,fantasy
Jackass 3.5,2011,0,6.3,action
The Borgias,2011,7.9,7.6,drama
Ninjago: Masters of Spinjitzu,2012,7.2,7.8,scifi
Total Recall,2012,6.2,6,thriller
Puella Magi Madoka Magica,2011,8.3,8.2,scifi
Project X,2012,6.6,6.8,comedy
Berserk: The Golden Age Arc I - The Egg of the King,2012,7.5,7.4,fantasy
Soul Surfer,2011,7,7.1,drama
Transformers: Rescue Bots,2012,6.4,8.3,action
Final Destination 5,2011,5.9,6,horror
Puss in Boots,2011,6.6,6.4,comedy
Savages,2012,6.4,6.4,thriller
Teen Mom 2,2011,4.5,6.6,reality
Hall Pass,2011,5.9,5.6,romance
Comedians in Cars Getting Coffee,2012,8,7.1,comedy
Lilyhammer,2012,7.9,7.4,crime
Rurouni Kenshin Part I: Origins,2012,7.4,7.6,drama
Unknown,2011,6.8,6.7,action
TIGER & BUNNY,2011,7.3,7.2,scifi
Hostel: Part III,2011,0,5.1,horror
Fate/Zero,2011,8.2,8.1,scifi
The Rite,2011,6,6.1,drama
Blue Exorcist,2011,7.5,8.1,scifi
X-Men,2011,0,7.4,scifi
Barbie: Life in the Dreamhouse,2012,7.3,7.4,animation
Mean Girls 2,2011,4.1,5.3,comedy
A Very Harold & Kumar Christmas,2011,6.2,6,comedy
anohana: The Flower We Saw That Day,2011,8.2,8.6,drama
Magi,2012,7.8,8.6,scifi
Cuckoo,2012,5.9,6.8,comedy
Thermae Romae,2012,6.1,6,animation
Red Riding Hood,2011,5.4,6,fantasy
My Babysitter's a Vampire,2011,6.9,8.3,scifi
Kuroko's Basketball,2012,8.3,8.7,animation
New Year's Eve,2011,5.6,5.9,comedy
The Smurfs,2011,5.4,5.8,fantasy
Jack and Jill,2011,3.3,4.3,comedy
Everything Must Go,2011,6.4,6.1,comedy
Rita,2012,8.1,7.7,comedy
John Mulaney: New in Town,2012,8.2,8.1,comedy
Wolverine,2011,6.2,6.5,action
One Piece Film: Z,2012,7.8,7.5,action
LEGO City,2011,5,5.8,animation
Arthur Christmas,2011,7.1,6.7,drama
MeatEater,2012,7.5,9,documentation
Silenced,2011,8,8.1,drama
A Perfect Ending,2012,5.7,6.3,drama
Outback Truckers,2012,7.4,8.1,reality
LEGO Friends,2012,7.6,5,animation
Quartet,2012,6.8,6.5,romance
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,7.7,7.4,fantasy
La Reina del Sur,2011,8,7.7,drama
Pablo Escobar: The Drug Lord,2012,8.4,7.6,crime
Bill Burr: You People Are All The Same,2012,8.2,7.5,comedy
Bully,2011,7.4,7.2,drama
The History of Future Folk,2012,7.1,6.8,comedy
Cloudburst,2011,7.2,6.4,romance
Donald Glover: Weirdo,2012,7.4,6.8,comedy
A Princess for Christmas,2011,6.3,7.1,comedy
Middle of Nowhere,2012,6.5,6.7,drama
Zindagi Na Milegi Dobara,2011,8.1,7.5,comedy
Kung Fu Panda: Secrets of the Scroll,2012,0,6.8,comedy
What About Dick?,2012,0,7.4,comedy
Escape from Planet Earth,2012,5.8,5.7,comedy
Inventing David Geffen,2012,0,7.8,documentation
Sebastian Maniscalco: What's Wrong with People?,2012,8,7.9,comedy
Undefeated,2011,7.7,7.7,documentation
Singham,2011,6.8,6.7,drama
Larva,2011,7.1,7.4,comedy
Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,2011,0,7.3,comedy
The Ultimate Braai Master,2012,8.2,0,reality
Barfi!,2012,8.1,7.5,drama
EastSiders,2012,6.8,7,drama
Smile PreCure!,2012,6.1,7.6,comedy
Mosquita y Mari,2012,6.3,6.2,drama
The Great Magician,2011,5.9,6.2,drama
Robocar Poli,2011,5.8,7.7,family
Joan Rivers: Don't Start with Me,2012,6.6,6,comedy
Sniper: Reloaded,2011,0,6.1,thriller
Delhi Belly,2011,7.6,7,comedy
Naruto Shippuden the Movie: Blood Prison,2011,7.1,7.2,horror
Maria Bamford: The Special Special Special!,2012,7,7,comedy
Little Baby Bum,2011,6.4,10,animation
Tiger & Bunny: The Beginning,2012,6.7,6.4,scifi
Don't Go Breaking My Heart,2011,6.5,6.6,comedy
Pyaar Ka Punchnama,2011,7.7,7,romance
Big Time Movie,2012,6.1,7.6,comedy
The American Bible Challenge,2012,6.4,7,family
A World Not Ours,2012,7.8,8,documentation
Inside West Coast Customs,2011,7.4,9.1,reality
Don 2,2011,7.1,7,action
A Second Chance,2011,4.7,6.3,drama
Jeff Dunham: Minding the Monsters,2012,7,6.2,comedy
Jeff Dunham: Controlled Chaos,2011,7.4,6.3,comedy
Chillar Party,2011,7.5,7,drama
The Dirty Picture,2011,6.6,6.2,drama
Kyaa Super Kool Hain Hum,2012,5,5.1,drama
Talaash,2012,7.3,6.8,thriller
Masha's tales,2012,6.4,5,animation
El Reemplazante,2012,8.5,7.9,drama
Rowdy Rathore,2012,5.9,6,crime
Blitz Patrollie,2012,5.4,0,comedy
OMG: Oh My God!,2012,8.1,7.3,fantasy
6 Bullets,2012,6,6,thriller
Material,2012,7.3,5.9,comedy
Toll Booth,2011,6.4,6.3,drama
An Elf's Story,2011,5.2,2.7,fantasy
Justin Time,2011,6,8,action
The In-Laws,2011,0,0,family
Without Gorky,2011,6.6,0,documentation
Bodyguard,2011,4.6,5.3,drama
Shaitan,2011,7.3,6.4,action
Paan Singh Tomar,2012,8.2,7.4,drama
Jim Gaffigan: Mr. Universe,2012,0,6.9,comedy
Kath & Kimderella,2012,5.3,4.8,comedy
Game,2011,5.2,5.1,thriller
Lavell Crawford: Can a Brother Get Some Love?,2011,6.9,6.6,comedy
Grandmaster,2012,6.9,6.5,thriller
Arjun: The Warrior Prince,2012,6.7,6.1,animation
A Beautiful Life,2011,6.7,6.6,drama
Mugamoodi,2012,5.1,5,action
Players,2012,4.2,5.2,thriller
Tere Naal Love Ho Gaya,2012,5.8,6.2,romance
FRED 3: Camp Fred,2012,2,5.6,comedy
Kalakalappu,2012,6.9,6.5,comedy
Meet the Adebanjos,2012,7.6,0,comedy
Katt Williams: Kattpacalypse,2012,5.5,5.6,comedy
No One Killed Jessica,2011,7.2,6.7,crime
Luv Shuv Tey Chicken Khurana,2012,6.6,6.3,comedy
Ragini MMS,2011,5.1,3.8,horror
Tom Papa: Live in New York City,2011,7.2,6.1,comedy
10 jours en or,2012,6,5.3,comedy
26 Years,2012,6.3,7,thriller
7 Khoon Maaf,2011,6.2,6.3,thriller
Asmaa,2011,8.1,8.2,drama
The Oath,2011,7.9,0,drama
Vettai,2012,6,6.7,thriller
Tita Rahiba,2012,5.2,5.5,comedy
Ek Main Aur Ekk Tu,2012,5.8,5.5,drama
Last Flight to Abuja,2012,4.5,3.8,action
Michael,2011,5.3,5.5,thriller
Bbuddah Hoga Terra Baap,2011,5.6,5.2,thriller
Shor in the City,2011,7.2,6.4,drama
Chhota Bheem & Krishna in Mayanagari,2011,9,5.1,animation
Department,2012,3.2,6,thriller
Stray Bullet,2011,6.3,5.3,drama
The Mistress,2012,6.3,5.9,romance
Inborn Pair,2011,7.1,1,drama
Ferrari Ki Sawaari,2012,6.4,6.2,comedy
Zokkomon,2011,3.9,6.8,scifi
Office Girls,2011,6.9,7.3,drama
Chhota Bheem and the Broken Amulet,2012,7.5,0,animation
One More Try,2012,5.9,6,drama
Thaandavam,2012,6.1,5.5,action
Aiyyaa,2012,4.3,5.1,comedy
Blood Money,2012,5.1,6.1,drama
Heroine,2012,5,5,drama
Bwakaw,2012,7.1,6.2,drama
Taxi Ballad,2012,0,0,drama
Chota Bheem Aur Ganesh in the Amazing Odyssey,2012,7.8,0,animation
Sisterakas,2012,5.2,4.9,drama
Masameer,2011,8.2,0,comedy
Chhota Bheem In Dholakpur to Kathmandu,2012,7.8,7,animation
The Rise of Kirmada,2012,8,8,animation
Husbands in Goa,2012,3.8,4.4,comedy
Drunken to Love You,2011,6.5,8,comedy
Question Mark,2011,7,5.9,drama
Takki,2012,6.5,7.5,drama
Muran,2011,6.3,6.3,thriller
Phone Swap,2012,6.4,5,comedy
Chhota Bheem: Journey to Petra,2011,0,0,animation
Chhota Bheem Master of Shaolin,2011,6.3,0,animation
No Other Woman,2011,5.9,4,drama
Yours Fatefully,2012,6.8,6,drama
Moshe Kasher: Live in Oakland,2012,6.7,7.1,comedy
My Friend Pinto,2011,5.3,5,comedy
The Mirror Boy,2011,4.9,4,fantasy
The Glamorous Imperial Concubine,2011,7,7,drama
Here Comes the Rain,2011,6.3,0,drama
Outlander,2014,8.4,8.2,scifi
Peaky Blinders,2013,8.8,8.6,drama
Attack on Titan,2013,9,8.6,scifi
The Blacklist,2013,8,7.5,drama
Married at First Sight,2014,6.1,5.6,reality
Paddington,2014,7.2,7.1,comedy
The Flash,2014,7.6,7.8,scifi
Nightcrawler,2014,7.8,7.7,crime
Gotham,2014,7.8,7.6,scifi
Are You The One?,2014,6.5,5.9,reality
Her,2013,8,7.9,drama
42,2013,7.5,7.1,drama
The Imitation Game,2014,8,8,thriller
The Call,2013,6.7,6.8,crime
The 100,2014,7.6,7.9,drama
Big Eyes,2014,7.2,7,drama
How to Get Away with Murder,2014,8.1,7.9,drama
Oldboy,2013,5.7,5.9,thriller
Rush,2013,8.1,7.7,drama
Reign,2013,7.5,8,drama
How to Train Your Dragon 2,2014,7.8,7.7,fantasy
Begin Again,2013,7.4,7.3,comedy
The Conjuring,2013,7.5,7.5,thriller
Insidious: Chapter 2,2013,6.5,6.7,thriller
BoJack Horseman,2014,8.8,8.6,drama
House of Cards,2013,8.7,8.1,drama
Henry Danger,2014,5.6,8.2,scifi
A Walk Among the Tombstones,2014,6.5,6.3,drama
Olympus Has Fallen,2013,6.5,6.4,thriller
The Giver,2014,6.4,6.5,drama
Orange Is the New Black,2013,8.1,7.7,drama
The Originals,2013,8.3,8.6,scifi
Jane the Virgin,2014,7.8,7.9,drama
Creep,2014,6.3,6.4,horror
St. Vincent,2014,7.2,7.1,comedy
Marco Polo,2014,8,7.4,action
Wentworth,2013,8.6,8.1,drama
Madam Secretary,2014,7.6,6.8,war
The Green Inferno,2013,5.3,5.6,horror
Dark Skies,2013,6.3,6.3,thriller
KILL la KILL,2013,7.9,8.4,action
The Frozen Ground,2013,6.4,6.3,thriller
Z Nation,2014,6.6,7.2,action
From Dusk Till Dawn: The Series,2014,6.9,6.3,scifi
Empire State,2013,5.2,5.4,drama
Derek,2013,8.1,7.5,drama
Shrek the Musical,2013,6.9,7.3,fantasy
The Butler,2013,7.2,7.4,drama
The Thundermans,2013,5.6,8.1,action
Hemlock Grove,2013,7,7.2,thriller
Scary Movie 5,2013,3.5,4.8,comedy
The Seven Deadly Sins,2014,7.9,8.5,action
Sofia the First,2013,6.8,7.1,family
Sailor Moon Crystal,2014,7.8,8.2,scifi
Cloudy with a Chance of Meatballs 2,2013,6.3,6.4,comedy
Lovesick,2014,8.1,7.5,comedy
Shtisel,2013,8.6,8.4,drama
The Chase,2013,7.5,8,reality
Penguins of Madagascar,2014,6.6,6.5,comedy
Redemption,2013,0,6.2,thriller
Texas Chainsaw 3D,2013,4.8,5.4,horror
Jackass Presents: Bad Grandpa .5,2014,6.3,5.9,comedy
The Night Shift,2014,7.5,7.6,drama
The Next Step,2013,5.9,7.2,drama
Mr. Peabody & Sherman,2014,6.8,6.7,action
Vampire Academy,2014,5.4,6.3,fantasy
Seventh Son,2014,5.5,5.5,fantasy
Velvet,2014,8.1,6.1,drama
Zach Stone Is Gonna Be Famous,2013,8.3,8.3,comedy
Sabotage,2014,5.7,5.6,drama
The Irregular at Magic High School,2014,7.1,7.8,scifi
The Railway Man,2013,7.1,6.9,drama
Resurrection: Ertugrul,2014,7.9,7.7,war
Dreamworks How to Train Your Dragon Legends,2013,7.3,0,animation
Life of Crime,2013,5.8,5.7,comedy
Get on Up,2014,6.9,6.7,drama
Rabbids Invasion,2013,5.5,6.2,comedy
The November Man,2014,6.3,6.1,crime
The Cat in the Hat Knows a Lot About That!,2013,6.4,7.8,animation
The Nut Job,2014,5.7,5.7,comedy
Girlfriends' Guide to Divorce,2014,6.9,5.5,comedy
Brick Mansions,2014,5.6,5.9,crime
The Big Wedding,2013,5.6,5.9,comedy
Tiny House Nation,2014,7.1,7.5,reality
Bonnie & Clyde,2013,0,7.5,drama
Talking Tom and Friends,2014,6.1,8.3,comedy
The Battered Bastards of Baseball,2014,8,7.6,documentation
Who Am I,2014,7.5,7.7,thriller
Ever After High,2013,7.7,7.8,action
Yowamushi Pedal,2013,7.7,7.4,comedy
Sam & Cat,2013,5.6,7.9,drama
Bo Burnham: What.,2013,8.3,7.9,comedy
The Smurfs 2,2013,5.3,5.8,fantasy
Metallica: Through the Never,2013,7.1,6.8,music
Walk of Shame,2014,6,5.9,comedy
Search Party,2014,5.6,5.4,comedy
Stand by Me Doraemon,2014,7.3,7.3,fantasy
Thanks for Sharing,2013,6.4,5.9,drama
Copenhagen,2014,7.1,6.7,drama
Cowspiracy: The Sustainability Secret,2014,8.2,7.8,documentation
The Heirs,2013,7.5,7.8,drama
The Haunting in Connecticut 2: Ghosts of Georgia,2013,5.2,5.8,horror
Young & Hungry,2014,7.3,6.7,comedy
Mike Birbiglia: My Girlfriend's Boyfriend,2013,8,7.5,drama
Elena,2013,7.6,7.4,documentation
Berserk: The Golden Age Arc III - The Advent,2013,7.8,7.6,fantasy
Bill Burr: I'm Sorry You Feel That Way,2014,8.3,7.7,comedy
The Haunted Hathaways,2013,5,7.1,comedy
A Haunted House 2,2014,4.6,6.1,comedy
Black Money Love,2014,7.4,8.1,action
Angry Birds Toons,2013,6.2,6.7,comedy
We Steal Secrets: The Story of WikiLeaks,2013,6.9,6.6,documentation
Effie Gray,2014,6,5.9,drama
Free Birds,2013,5.8,5.9,comedy
The Square,2013,8.1,7.8,drama
The Short Game,2013,7.3,7.3,documentation
PK,2014,8.2,7.7,comedy
Underdogs,2013,6.5,6.5,romance
Jinxed,2013,6.4,6.7,fantasy
Mako Mermaids: An H2O Adventure,2013,6.7,7.6,scifi
Swearnet: The Movie,2014,6.1,5.3,comedy
Company of Heroes,2013,0,5.4,drama
Tiger & Bunny: The Rising,2014,6.8,5.8,scifi
Selfie,2014,6,6.3,comedy
Virunga,2014,8.2,8,war
Tom Segura: Completely Normal,2014,7.7,7.2,comedy
Buddies,2013,6.6,6.9,drama
Chennai Express,2013,6.1,6.6,romance
Lalaloopsy,2013,6.4,4,animation
Senora Acero,2014,6.8,7.7,crime
Monty Python: The Meaning of Live,2014,7.6,7.4,comedy
Pac-Man and the Ghostly Adventures,2013,4.8,7.4,action
Zbrodnia,2014,6.2,6.3,crime
LEGO DC Comics Super Heroes: Batman Be-Leaguered,2014,6.5,6.9,comedy
Black Ink Crew New York,2013,4.6,8.5,reality
Nagi-Asu: A Lull in the Sea,2013,7.3,7.4,scifi
The Berlin File,2013,6.6,6.7,thriller
Omar,2013,7.5,7.2,thriller
Moving Art,2014,8.6,6.3,documentation
VeggieTales in the House,2014,4.3,5.5,comedy
Dabbe: The Possession,2013,6.8,6,horror
Haider,2014,8.1,7.1,drama
2 States,2014,6.9,6.6,comedy
Dragons: Dawn Of The Dragon Racers,2014,0,7.2,fantasy
Booba,2014,7,7,comedy
20 Minutes,2013,7.3,8,action
A Fairly Odd Summer,2014,4,5.9,fantasy
Blind Detective,2013,6.4,6.1,crime
The Boss: Anatomy of a Crime,2014,7.3,7.9,drama
Drapages,2014,7.9,7,drama
Dokidoki! PreCure,2013,6.3,8.2,action
Khoobsurat,2014,6.5,6.8,comedy
Monty Python: Live (Mostly),2014,7.6,7.1,comedy
Miniforce,2014,0,6,animation
Miss Granny,2014,7.2,7.4,drama
Highway,2014,7.6,7.2,drama
Queen,2014,8.2,7.4,drama
Expelled from Paradise,2014,6.7,6.5,scifi
Masha's Spooky Stories,2014,6.1,5.7,animation
LEGO Marvel Super Heroes: Maximum Overload,2013,0,6.2,action
All Hail King Julien,2014,7,6.8,action
Some Assembly Required,2014,8.5,7.1,comedy
Incomplete Life,2014,8.6,9.1,drama
Jim Gaffigan: Obsessed,2014,7.6,7.3,comedy
Mission Blue,2014,7.9,7.5,documentation
From One Second to the Next,2013,0,7.1,documentation
The Meaning of Monty Python,2013,0,7.5,documentation
ABCD,2013,6.3,6.1,drama
Pedal the World,2014,5,5.6,documentation
City of God: 10 Years Later,2013,6.4,6.9,documentation
Birth Reborn,2013,7.8,6.8,documentation
Bombay Talkies,2013,6.6,6.5,drama
Kai Po Che!,2013,7.8,6.9,drama
My Beautiful Broken Brain,2014,7.1,7.2,documentation
Mitt,2014,6.9,6.3,documentation
Ragini MMS 2,2014,3.9,4.3,horror
Fukrey,2013,6.9,6.8,romance
Dedh Ishqiya,2014,7,6.5,drama
Hasee Toh Phasee,2014,6.8,6.7,comedy
Pizza,2014,6.2,4.6,horror
Ankhon Dekhi,2014,8,6.9,drama
Sniper: Legacy,2014,0,6,thriller
Boss,2013,5.3,5.7,action
Tea Time,2014,7.6,7.5,documentation
When Love Happens,2014,4.8,5,romance
Mary Kom,2014,6.9,7.1,drama
Dharmakshetra,2014,8.2,10,drama
Four Sisters and a Wedding,2013,7.2,7,drama
Special 26,2013,8,7.3,thriller
Once Upon a Time in Mumbai Dobaara!,2013,4.6,5.5,crime
Swearnet Live,2014,5.4,5.4,comedy
Jim Jefferies: Bare,2014,8,7.5,comedy
Dabbe 5: Zehr-i Cin,2014,6,5.5,horror
The Perfect Dictatorship,2014,7.2,7.3,comedy
Imperial Dreams,2014,6.7,6.5,drama
Liar's Dice,2013,6.8,6.2,drama
Silent,2014,0,7,animation
El Mago Pop,2013,6.8,0,reality
Humpty Sharma Ki Dulhania,2014,6,6.4,drama
Print the Legend,2014,7,6.7,documentation
The Butterfly's Dream,2013,7.8,7.3,drama
Jeff Dunham: All Over the Map,2014,7.1,5.8,comedy
Against the Tide,2014,7.6,6,drama
Bride for Rent,2014,6.4,7.5,comedy
Ghanchakkar,2013,5.8,5.5,thriller
Aziz Ansari: Buried Alive,2013,7.2,7,comedy
Marc Maron: Thinky Pain,2013,7.3,7.2,comedy
Naan Sigappu Manithan,2014,6.5,6.4,drama
Turbo FAST,2013,6.5,8.5,animation
Born in Gaza,2014,7.4,8.8,documentation
Romantik Komedi 2: Bekarlõ?a Veda,2013,5.1,5.1,romance
Free to Play,2014,7.9,7,documentation
Inkaar,2013,6.2,5.6,drama
Sammy & Co,2014,5.6,7,animation
Coming Soon,2014,7.5,6.7,drama
The Midas Touch,2013,5,4,comedy
Refugiado,2014,6.4,6.2,drama
Ralphie May: Imperfectly Yours,2013,5.4,4.9,comedy
Wedding Association,2013,7.1,6.3,comedy
Heritages,2014,7.3,4,drama
Race 2,2013,5.3,5.6,thriller
Madras Cafe,2013,7.7,6.6,thriller
Deliha,2014,4.5,5.6,comedy
Confusion Na Wa,2013,7,7,crime
Saheb Biwi Aur Gangster Returns,2013,6.7,6.8,drama
Ungli,2014,5.8,5.8,comedy
Chashme Baddoor,2013,5.4,4.5,comedy
SampleThis,2013,6.4,6.6,documentation
The War Against Women,2013,7.3,6.3,documentation
Ghadi,2013,7.3,6.5,drama
Eyes of a Thief,2014,6.6,5,drama
October 1,2014,6.4,6.2,thriller
Mars at Sunrise,2014,7.8,0,drama
Satyagraha,2013,5.9,6.2,drama
Bhaji in Problem,2013,7.3,8,romance
Pagpag: Nine Lives,2013,5.5,7,horror
Blind Intersections,2013,6.7,4.5,drama
Trailer Park Boys: Live at the North Pole,2014,6.7,7,comedy
Must Be... Love,2013,6.4,5.8,romance
She's The One,2013,6.3,6.2,romance
Trailer Park Boys - Live in F**kin' Dublin,2014,6.2,6,comedy
SDU: Sex Duties Unit,2013,5.9,6,comedy
Theeya Velai Seiyyanum Kumaru,2013,5.1,5.7,comedy
Settai,2013,4.5,4.9,crime
Raja Natwarlal,2014,6.1,6.6,thriller
Chhota Bheem in the Incan Adventure,2013,7.4,0,animation
Anjaan,2014,5.3,5.9,thriller
Cold Harbour,2014,5.2,4.3,thriller
Himmatwala,2013,1.7,3.3,drama
Na Bangaaru Talli,2014,7.2,7,drama
What the Fish,2013,5.2,5.5,drama
My Own Man,2014,6.4,7,drama
One by Two,2014,3.9,4.4,romance
The Land of Cards,2013,5.6,6.5,fantasy
Starting Over Again,2014,8.3,7.2,romance
It Takes a Man and a Woman,2013,6.7,7.8,comedy
Chelsea Handler: Uganda Be Kidding Me Live,2014,5.8,6.4,comedy
Wyatt Cenac: Brooklyn,2014,6.3,6.2,comedy
Xenos,2013,7.8,5,documentation
Seven Souls in the Skull Castle,2013,7.3,0,drama
Boss & Me,2014,7.3,9,comedy
D.L. Hughley: Clear,2014,6.9,6.6,comedy
Giraffada,2014,6.3,5.8,drama
Bobby Jasoos,2014,5.5,5.9,drama
Grandmother's Farm,2013,2.9,0,comedy
Anaamika,2014,5.5,6,thriller
Mumbai Delhi Mumbai,2014,5.7,6.3,comedy
Motu Patlu: Deep Sea Adventure,2014,0,0,comedy
A Place in the Stars,2014,6.2,0,drama
That Thing Called Tadhana,2014,7.4,6.4,romance
Gori Tere Pyaar Mein,2013,4.9,6.1,romance
Condom Lead,2013,0,0,drama
She's Dating the Gangster,2014,7,7.2,romance
Deewana Main Deewana,2013,2.6,3.7,thriller
Two Fathers,2013,8,0,comedy
Sommore: Chandelier Status,2013,6.6,7,comedy
E-Team,2014,7.1,6,documentation
World at Your Feet,2014,0,0,drama
The Royal Bengal Tiger,2014,6.9,6.7,thriller
Chhota Bheem & Krishna vs Zimbara,2013,8.6,0,animation
Gollu Aur Pappu,2014,3.8,4.7,comedy
Mystic Whispers,2014,6.9,0,comedy
Todd Glass Talks About Stuff,2013,0,0,comedy
The Amazing Praybeyt Benjamin,2014,4,3.5,drama
Diamonds in the Sky,2014,7.4,0,drama
Chhota Bheem Neeli Pahaadi,2013,8.5,0,animation
Doctor Bello,2013,4.8,6,drama
Chhota Bheem Aur Hanuman,2013,7.1,6.2,fantasy
Chhota Bheem and the ShiNobi Secret,2013,8.6,0,animation
Sigaram Thodu,2014,6.1,5.4,action
Ojo's in d' House,2013,6.1,0,comedy
Flower Girl,2013,6,6,romance
Chhota Bheem Dus pe Dus,2014,5.1,0,animation
Chhota Bheem the Crown of Valhalla,2013,8.1,0,animation
Better Call Saul,2015,8.8,8.5,comedy
The Last Kingdom,2015,8.5,8.3,action
Stranger Things,2016,8.7,8.6,scifi
Schitt's Creek,2015,8.5,7.7,comedy
Alone,2015,8.4,6.8,reality
Grace and Frankie,2015,8.2,7.7,comedy
The Good Place,2016,8.2,8,scifi
Ash vs Evil Dead,2015,8.4,7.7,action
One-Punch Man,2015,8.7,8.4,action
Chicago Med,2015,7.6,8.4,drama
